word,meaning,difficulty,video_path
검사,[동음이의어] 사실이나 상태를 조사하여 확인하는 일,2,NIA_SL_WORD1129_SYN02_F.mp4
원하다,바라거나 원하는 것,2,NIA_SL_WORD1130_SYN02_F.mp4
미치다,정신이 이상해지거나 어떤 것에 빠지다,2,NIA_SL_WORD1131_SYN02_F.mp4
처녀,결혼하지 않은 젊은 여자,2,NIA_SL_WORD1132_SYN02_F.mp4
잘하다,능숙하게 하다,1,NIA_SL_WORD1133_SYN02_F.mp4
무섭다,두렵고 겁이 나다,2,NIA_SL_WORD1134_SYN02_F.mp4
빠르다,속도가 높다,1,NIA_SL_WORD1135_SYN02_F.mp4
예민,감각이나 반응이 날카롭고 민감한 것,2,NIA_SL_WORD1136_SYN02_F.mp4
기술,일을 잘 할 수 있는 능력이나 방법,2,NIA_SL_WORD1137_SYN02_F.mp4
눕다,몸을 가로로 뉘다,1,NIA_SL_WORD1138_SYN02_F.mp4
믿다,사실이라고 여기거나 의지하다,2,NIA_SL_WORD1139_SYN02_F.mp4
즐겁다,마음이 유쾌하고 기쁘다,1,NIA_SL_WORD1140_SYN02_F.mp4
살인,사람을 죽이는 것,3,NIA_SL_WORD1141_SYN02_F.mp4
마지막,끝에 해당하는 것,1,NIA_SL_WORD1142_SYN02_F.mp4
듣다,소리를 귀로 인식하다,1,NIA_SL_WORD1143_SYN02_F.mp4
생각,머릿속에서 어떤 것을 떠올리는 것,1,NIA_SL_WORD1144_SYN02_F.mp4
예쁘다,생김새나 모양이 아름답다,1,NIA_SL_WORD1145_SYN02_F.mp4
인상,처음 느끼는 느낌 또는 이마에 주름을 짓는 것,2,NIA_SL_WORD1146_SYN02_F.mp4
팔,몸에서 어깨와 손목 사이의 부분,1,NIA_SL_WORD1147_SYN02_F.mp4
서다,발로 땅을 딛고 일어나다,1,NIA_SL_WORD1148_SYN02_F.mp4
오다,다른 곳에서 이곳으로 이동하다,1,NIA_SL_WORD1149_SYN02_F.mp4
적극,열심히 나서서 하는 것,2,NIA_SL_WORD1150_SYN02_F.mp4
섭섭하다,기대에 어긋나 서운하다,2,NIA_SL_WORD1151_SYN02_F.mp4
아프다,몸이나 마음이 고통스럽다,1,NIA_SL_WORD1152_SYN02_F.mp4
오줌,신장에서 만들어진 노란 액체,1,NIA_SL_WORD1153_SYN02_F.mp4
깨끗하다,더럽지 않고 청결하다,1,NIA_SL_WORD1154_SYN02_F.mp4
못생기다,생김새가 아름답지 않다,1,NIA_SL_WORD1155_SYN02_F.mp4
나쁘다,좋지 않은 상태이다,1,NIA_SL_WORD1156_SYN02_F.mp4
나,말하는 사람 자신,1,NIA_SL_WORD1157_SYN02_F.mp4
피곤하다,몸이나 마음이 지쳐 있다,2,NIA_SL_WORD1158_SYN02_F.mp4
한숨,답답하거나 슬플 때 내쉬는 긴 숨,2,NIA_SL_WORD1159_SYN02_F.mp4
때리다,손이나 물건으로 세게 치다,2,NIA_SL_WORD1160_SYN02_F.mp4
성격,사람의 타고난 성질,2,NIA_SL_WORD1161_SYN02_F.mp4
등산,산을 오르는 것,1,NIA_SL_WORD1162_SYN02_F.mp4
젊다,나이가 어리거나 활기차다,1,NIA_SL_WORD1163_SYN02_F.mp4
창백,얼굴이 핏기 없이 하얗게 된 것,3,NIA_SL_WORD1164_SYN02_F.mp4
자유,스스로 결정하고 행동할 수 있는 것,2,NIA_SL_WORD1165_SYN02_F.mp4
종아리맞다,종아리를 맞는 것,2,NIA_SL_WORD1166_SYN02_F.mp4
성급,참지 못하고 서두르는 성격,2,NIA_SL_WORD1167_SYN02_F.mp4
바르다,올바르거나 균일하게 펴 바르다,2,NIA_SL_WORD1168_SYN02_F.mp4
행복,삶이 만족스럽고 기쁜 상태,1,NIA_SL_WORD1169_SYN02_F.mp4
깨물다,이로 세게 물다,2,NIA_SL_WORD1170_SYN02_F.mp4
떨다,몸이나 목소리가 흔들리다,2,NIA_SL_WORD1171_SYN02_F.mp4
때문,이유나 원인을 나타내는 말,2,NIA_SL_WORD1172_SYN02_F.mp4
평안,걱정 없이 편안한 상태,2,NIA_SL_WORD1173_SYN02_F.mp4
맞다,틀리지 않고 옳다,1,NIA_SL_WORD1174_SYN02_F.mp4
챔피언,경기에서 우승한 사람,2,NIA_SL_WORD1175_SYN02_F.mp4
안다,팔로 감싸거나 지식이 있다,1,NIA_SL_WORD1176_SYN02_F.mp4
솔직,숨김없이 사실대로 말하는 것,2,NIA_SL_WORD1177_SYN02_F.mp4
꼬마,어린 아이,1,NIA_SL_WORD1178_SYN02_F.mp4
바보,어리석고 지능이 낮은 사람,1,NIA_SL_WORD1179_SYN02_F.mp4
비율,전체에 대한 부분의 크기,2,NIA_SL_WORD1180_SYN02_F.mp4
혀,입 안에 있는 근육 기관,1,NIA_SL_WORD1181_SYN02_F.mp4
의자,앉기 위한 가구,1,NIA_SL_WORD1182_SYN02_F.mp4
열심,최선을 다하여 노력하는 것,2,NIA_SL_WORD1183_SYN02_F.mp4
뚱뚱하다,몸에 살이 많다,1,NIA_SL_WORD1184_SYN02_F.mp4
알다,[동음이의어] 지식이나 정보를 가지고 있다,1,NIA_SL_WORD1185_SYN02_F.mp4
조심,잘못되지 않도록 주의하는 것,2,NIA_SL_WORD1186_SYN02_F.mp4
꿇다,무릎을 구부리고 앉다,2,NIA_SL_WORD1187_SYN02_F.mp4
차분,마음이 가라앉아 조용한 것,2,NIA_SL_WORD1188_SYN02_F.mp4
아기,태어난 지 얼마 안 된 어린 아이,1,NIA_SL_WORD1189_SYN02_F.mp4
방법,일을 해결하는 수단이나 방식,2,NIA_SL_WORD1190_SYN02_F.mp4
좋다,마음에 들거나 만족스럽다,1,NIA_SL_WORD1191_SYN02_F.mp4
두배,원래 양의 두 갑절,2,NIA_SL_WORD1192_SYN02_F.mp4
중요,가치나 의미가 크고 핵심적인 것,2,NIA_SL_WORD1193_SYN02_F.mp4
알다,[동음이의어] 지식이나 정보를 가지고 있다,1,NIA_SL_WORD1194_SYN02_F.mp4
실망,기대에 어긋나 낙담하는 것,2,NIA_SL_WORD1195_SYN02_F.mp4
의미,[동음이의어] 말이나 행동이 나타내는 내용,2,NIA_SL_WORD1196_SYN02_F.mp4
배고프다,먹지 못해 배가 비어 있다,1,NIA_SL_WORD1197_SYN02_F.mp4
욕심,지나치게 원하는 마음,2,NIA_SL_WORD1198_SYN02_F.mp4
훌륭,매우 뛰어나고 좋은 것,2,NIA_SL_WORD1199_SYN02_F.mp4
배부르다,음식을 충분히 먹어 배가 가득 찼다,1,NIA_SL_WORD1200_SYN02_F.mp4
죄송,잘못을 인정하고 미안해하는 것,1,NIA_SL_WORD1201_SYN02_F.mp4
